,,,,,,mean_test_score
,,,,,,max
dataset,classifier,norm_type,descriptor_algo,keypoints_algo,k,
mammals,knn,32,dense_hist,dense,50.0,0.1844910877894386
mammals,knn,32,dense_hist,dense,100.0,0.1954975965470718
mammals,knn,32,dense_hist,dense,200.0,0.2029930980455717
mammals,knn,32,dense_hist,sift,50.0,0.1724888306597451
mammals,knn,32,dense_hist,sift,100.0,0.1749890820355587
mammals,knn,32,dense_hist,sift,200.0,0.1859873366619993
mammals,knn,32,sift,dense,50.0,0.1549938244091167
mammals,knn,32,sift,dense,100.0,0.1599935767851809
mammals,knn,32,sift,dense,200.0,0.171493082287685
mammals,knn,32,sift,sift,50.0,0.1474990732861797
mammals,knn,32,sift,sift,100.0,0.1439955697826762
mammals,knn,32,sift,sift,200.0,0.1429960695328011
mammals,knn,eq_hist,dense_hist,dense,50.0,0.1844910877894386
mammals,knn,eq_hist,dense_hist,dense,100.0,0.1954975965470718
mammals,knn,eq_hist,dense_hist,dense,200.0,0.2029930980455717
mammals,knn,eq_hist,dense_hist,sift,50.0,0.1724888306597451
mammals,knn,eq_hist,dense_hist,sift,100.0,0.1749890820355587
mammals,knn,eq_hist,dense_hist,sift,200.0,0.1859873366619993
mammals,knn,eq_hist,sift,dense,50.0,0.1549938244091167
mammals,knn,eq_hist,sift,dense,100.0,0.1599935767851809
mammals,knn,eq_hist,sift,dense,200.0,0.171493082287685
mammals,knn,eq_hist,sift,sift,50.0,0.1474990732861797
mammals,knn,eq_hist,sift,sift,100.0,0.1439955697826762
mammals,knn,eq_hist,sift,sift,200.0,0.1429960695328011
mammals,rf,32,dense_hist,dense,50.0,0.2049951000475738
mammals,rf,32,dense_hist,dense,100.0,0.2199906052979516
mammals,rf,32,dense_hist,dense,200.0,0.2169951060505782
mammals,rf,32,dense_hist,sift,50.0,0.1859895877886882
mammals,rf,32,dense_hist,sift,100.0,0.2014878446662554
mammals,rf,32,dense_hist,sift,200.0,0.2009873441657549
mammals,rf,32,sift,dense,50.0,0.1709955832894364
mammals,rf,32,sift,dense,100.0,0.177497587542565
mammals,rf,32,sift,dense,200.0,0.1879923401662532
mammals,rf,32,sift,sift,50.0,0.1729975852914383
mammals,rf,32,sift,sift,100.0,0.1679955817886852
mammals,rf,32,sift,sift,200.0,0.1704958331644988
mammals,rf,eq_hist,dense_hist,dense,50.0,0.1994903449176313
mammals,rf,eq_hist,dense_hist,dense,100.0,0.2194946070508289
mammals,rf,eq_hist,dense_hist,dense,200.0,0.2184958571765168
mammals,rf,eq_hist,dense_hist,sift,50.0,0.1824890857874366
mammals,rf,eq_hist,dense_hist,sift,100.0,0.1974860917889403
mammals,rf,eq_hist,dense_hist,sift,200.0,0.2004830917874396
mammals,rf,eq_hist,sift,dense,50.0,0.1714953334143739
mammals,rf,eq_hist,sift,dense,100.0,0.1779965872919396
mammals,rf,eq_hist,sift,dense,200.0,0.1880005942974458
mammals,rf,eq_hist,sift,sift,50.0,0.1724978351665008
mammals,rf,eq_hist,sift,sift,100.0,0.1689988339163751
mammals,rf,eq_hist,sift,sift,200.0,0.1659965812889351
stl10,knn,32,dense_hist,dense,50.0,0.2880425335515156
stl10,knn,32,dense_hist,dense,100.0,0.2810355265445086
stl10,knn,32,dense_hist,dense,200.0,0.2590284895674117
stl10,knn,32,dense_hist,sift,50.0,0.2419874964785144
stl10,knn,32,dense_hist,sift,100.0,0.2390144635653618
stl10,knn,32,dense_hist,sift,200.0,0.2390054725384066
stl10,knn,32,sift,dense,50.0,0.3349966733200266
stl10,knn,32,sift,dense,100.0,0.3489986992981004
stl10,knn,32,sift,dense,200.0,0.3530027033021045
stl10,knn,32,sift,sift,50.0,0.2219944495393596
stl10,knn,32,sift,sift,100.0,0.2370094645543747
stl10,knn,32,sift,sift,200.0,0.2650135165105225
stl10,knn,eq_hist,dense_hist,dense,50.0,0.2880425335515156
stl10,knn,eq_hist,dense_hist,dense,100.0,0.2810355265445086
stl10,knn,eq_hist,dense_hist,dense,200.0,0.2590284895674117
stl10,knn,eq_hist,dense_hist,sift,50.0,0.2419874964785144
stl10,knn,eq_hist,dense_hist,sift,100.0,0.2390144635653618
stl10,knn,eq_hist,dense_hist,sift,200.0,0.2390054725384066
stl10,knn,eq_hist,sift,dense,50.0,0.3349966733200266
stl10,knn,eq_hist,sift,dense,100.0,0.3489986992981004
stl10,knn,eq_hist,sift,dense,200.0,0.3530027033021045
stl10,knn,eq_hist,sift,sift,50.0,0.2219944495393596
stl10,knn,eq_hist,sift,sift,100.0,0.2370094645543747
stl10,knn,eq_hist,sift,sift,200.0,0.2650135165105225
stl10,rf,32,dense_hist,dense,50.0,0.3310016603429777
stl10,rf,32,dense_hist,dense,100.0,0.3370496244747742
stl10,rf,32,dense_hist,dense,200.0,0.3390036743330156
stl10,rf,32,dense_hist,sift,50.0,0.2650285015554476
stl10,rf,32,dense_hist,sift,100.0,0.2920195644746543
stl10,rf,32,dense_hist,sift,200.0,0.2800225375075674
stl10,rf,32,sift,dense,50.0,0.3739967512422602
stl10,rf,32,sift,dense,100.0,0.4090317862772952
stl10,rf,32,sift,dense,200.0,0.3970227712742682
stl10,rf,32,sift,sift,50.0,0.291995588402774
stl10,rf,32,sift,sift,100.0,0.2990115864367361
stl10,rf,32,sift,sift,200.0,0.31300761839684
stl10,rf,eq_hist,dense_hist,dense,50.0,0.3350176523829218
stl10,rf,eq_hist,dense_hist,dense,100.0,0.3360216503929079
stl10,rf,eq_hist,dense_hist,dense,200.0,0.3350356344368321
stl10,rf,eq_hist,dense_hist,sift,50.0,0.2740465015914117
stl10,rf,eq_hist,dense_hist,sift,100.0,0.2900085714456972
stl10,rf,eq_hist,dense_hist,sift,200.0,0.2800015584446721
stl10,rf,eq_hist,sift,dense,50.0,0.3680177183171194
stl10,rf,eq_hist,sift,dense,100.0,0.4060197922473372
stl10,rf,eq_hist,sift,dense,200.0,0.3860357363351375
stl10,rf,eq_hist,sift,sift,50.0,0.2870205534876193
stl10,rf,eq_hist,sift,sift,100.0,0.314017610424796
stl10,rf,eq_hist,sift,sift,200.0,0.3000185814557072
